common.name,scientific.name,class,genus,family
Natewa Silktail,Lamprolia klinesmithi,Aves,Lamprolia,Rhipiduridae
Black Fantail,Rhipidura atra,Aves,Rhipidura,Rhipiduridae
Black-and-cinnamon Fantail,Rhipidura nigrocinnamomea,Aves,Rhipidura,Rhipiduridae
Mindanao Blue-Fantail,Rhipidura superciliaris,Aves,Rhipidura,Rhipiduridae
Visayan Blue-Fantail,Rhipidura samarensis,Aves,Rhipidura,Rhipiduridae
Tablas Fantail,Rhipidura sauli,Aves,Rhipidura,Rhipiduridae
Visayan Fantail,Rhipidura albiventris,Aves,Rhipidura,Rhipiduridae
Blue-headed Fantail,Rhipidura cyaniceps,Aves,Rhipidura,Rhipiduridae
Spotted Fantail,Rhipidura perlata,Aves,Rhipidura,Rhipiduridae
Cinnamon-tailed Fantail,Rhipidura fuscorufa,Aves,Rhipidura,Rhipiduridae
White-winged Fantail,Rhipidura cockerelli,Aves,Rhipidura,Rhipiduridae
White-gorgeted Fantail,Rhipidura coultasi,Aves,Rhipidura,Rhipiduridae
Northern Fantail,Rhipidura rufiventris,Aves,Rhipidura,Rhipiduridae
Brown-capped Fantail,Rhipidura diluta,Aves,Rhipidura,Rhipiduridae
Sooty Thicket-Fantail,Rhipidura threnothorax,Aves,Rhipidura,Rhipiduridae
Black Thicket-Fantail,Rhipidura maculipectus,Aves,Rhipidura,Rhipiduridae
White-bellied Thicket-Fantail,Rhipidura leucothorax,Aves,Rhipidura,Rhipiduridae
Willie-wagtail,Rhipidura leucophrys,Aves,Rhipidura,Rhipiduridae
Malaysian Pied-Fantail,Rhipidura javanica,Aves,Rhipidura,Rhipiduridae
Philippine Pied-Fantail,Rhipidura nigritorquis,Aves,Rhipidura,Rhipiduridae
White-throated Fantail,Rhipidura albicollis,Aves,Rhipidura,Rhipiduridae
Spot-breasted Fantail,Rhipidura albogularis,Aves,Rhipidura,Rhipiduridae
Rufous-tailed Fantail,Rhipidura phoenicura,Aves,Rhipidura,Rhipiduridae
White-bellied Fantail,Rhipidura euryura,Aves,Rhipidura,Rhipiduridae
White-browed Fantail,Rhipidura aureola,Aves,Rhipidura,Rhipiduridae
Rufous-backed Fantail,Rhipidura rufidorsa,Aves,Rhipidura,Rhipiduridae
Dimorphic Fantail,Rhipidura brachyrhyncha,Aves,Rhipidura,Rhipiduridae
Bismarck Fantail,Rhipidura dahli,Aves,Rhipidura,Rhipiduridae
Mussau Fantail,Rhipidura matthiae,Aves,Rhipidura,Rhipiduridae
Malaita Fantail,Rhipidura malaitae,Aves,Rhipidura,Rhipiduridae
Sulawesi Fantail,Rhipidura teysmanni,Aves,Rhipidura,Rhipiduridae
Peleng Fantail,Rhipidura habibiei,Aves,Rhipidura,Rhipiduridae
Taliabu Fantail,Rhipidura sulaensis,Aves,Rhipidura,Rhipiduridae
Tawny-backed Fantail,Rhipidura superflua,Aves,Rhipidura,Rhipiduridae
Streak-breasted Fantail,Rhipidura dedemi,Aves,Rhipidura,Rhipiduridae
Long-tailed Fantail,Rhipidura opistherythra,Aves,Rhipidura,Rhipiduridae
Palau Fantail,Rhipidura lepida,Aves,Rhipidura,Rhipiduridae
Manus Fantail,Rhipidura semirubra,Aves,Rhipidura,Rhipiduridae
Supertramp Fantail,Rhipidura semicollaris,Aves,Rhipidura,Rhipiduridae
Arafura Fantail,Rhipidura dryas,Aves,Rhipidura,Rhipiduridae
Gilolo Fantail,Rhipidura torrida,Aves,Rhipidura,Rhipiduridae
Australian Rufous Fantail,Rhipidura rufifrons,Aves,Rhipidura,Rhipiduridae
Louisiade Fantail,Rhipidura louisiadensis,Aves,Rhipidura,Rhipiduridae
Santa Cruz Fantail,Rhipidura melanolaema,Aves,Rhipidura,Rhipiduridae
Micronesian Rufous Fantail,Rhipidura versicolor,Aves,Rhipidura,Rhipiduridae
Solomons Rufous Fantail,Rhipidura rufofronta,Aves,Rhipidura,Rhipiduridae
Pohnpei Fantail,Rhipidura kubaryi,Aves,Rhipidura,Rhipiduridae
Friendly Fantail,Rhipidura albolimbata,Aves,Rhipidura,Rhipiduridae
Chestnut-bellied Fantail,Rhipidura hyperythra,Aves,Rhipidura,Rhipiduridae
Bougainville Fantail,Rhipidura drownei,Aves,Rhipidura,Rhipiduridae
Guadalcanal Fantail,Rhipidura ocularis,Aves,Rhipidura,Rhipiduridae
Vanuatu Streaked Fantail,Rhipidura spilodera,Aves,Rhipidura,Rhipiduridae
Fiji Streaked Fantail,Rhipidura layardi,Aves,Rhipidura,Rhipiduridae
New Caledonian Streaked Fantail,Rhipidura verreauxi,Aves,Rhipidura,Rhipiduridae
Dusky Fantail,Rhipidura tenebrosa,Aves,Rhipidura,Rhipiduridae
Rennell Fantail,Rhipidura rennelliana,Aves,Rhipidura,Rhipiduridae
Kadavu Fantail,Rhipidura personata,Aves,Rhipidura,Rhipiduridae
Samoan Fantail,Rhipidura nebulosa,Aves,Rhipidura,Rhipiduridae
Grey Fantail,Rhipidura albiscapa,Aves,Rhipidura,Rhipiduridae
Mangrove Fantail,Rhipidura phasiana,Aves,Rhipidura,Rhipiduridae
New Zealand Fantail,Rhipidura fuliginosa,Aves,Rhipidura,Rhipiduridae
Sharpe's Drongo,Dicrurus sharpei,Aves,Dicrurus,Dicruridae
Square-tailed Drongo,Dicrurus ludwigii,Aves,Dicrurus,Dicruridae
Shining Drongo,Dicrurus atripennis,Aves,Dicrurus,Dicruridae
Fork-tailed Drongo,Dicrurus adsimilis,Aves,Dicrurus,Dicruridae
Velvet-mantled Drongo,Dicrurus modestus,Aves,Dicrurus,Dicruridae
Aldabra Drongo,Dicrurus aldabranus,Aves,Dicrurus,Dicruridae
Grande Comore Drongo,Dicrurus fuscipennis,Aves,Dicrurus,Dicruridae
Crested Drongo,Dicrurus forficatus,Aves,Dicrurus,Dicruridae
Mayotte Drongo,Dicrurus waldenii,Aves,Dicrurus,Dicruridae
Black Drongo,Dicrurus macrocercus,Aves,Dicrurus,Dicruridae
Ashy Drongo,Dicrurus leucophaeus,Aves,Dicrurus,Dicruridae
White-bellied Drongo,Dicrurus caerulescens,Aves,Dicrurus,Dicruridae
Crow-billed Drongo,Dicrurus annectens,Aves,Dicrurus,Dicruridae
Bronzed Drongo,Dicrurus aeneus,Aves,Dicrurus,Dicruridae
Lesser Racket-tailed Drongo,Dicrurus remifer,Aves,Dicrurus,Dicruridae
Hair-crested Drongo,Dicrurus hottentottus,Aves,Dicrurus,Dicruridae
Short-tailed Drongo,Dicrurus striatus,Aves,Dicrurus,Dicruridae
Palawan Drongo,Dicrurus palawanensis,Aves,Dicrurus,Dicruridae
Balicassiao,Dicrurus balicassius,Aves,Dicrurus,Dicruridae
Sulawesi Drongo,Dicrurus montanus,Aves,Dicrurus,Dicruridae
Sumatran Drongo,Dicrurus sumatranus,Aves,Dicrurus,Dicruridae
Wallacean Drongo,Dicrurus densus,Aves,Dicrurus,Dicruridae
Ribbon-tailed Drongo,Dicrurus megarhynchus,Aves,Dicrurus,Dicruridae
Spangled Drongo,Dicrurus bracteatus,Aves,Dicrurus,Dicruridae
Tablas Drongo,Dicrurus menagei,Aves,Dicrurus,Dicruridae
Andaman Drongo,Dicrurus andamanensis,Aves,Dicrurus,Dicruridae
Greater Racket-tailed Drongo,Dicrurus paradiseus,Aves,Dicrurus,Dicruridae
Sri Lanka Drongo,Dicrurus lophorinus,Aves,Dicrurus,Dicruridae
Halmahera Paradise-crow,Lycocorax pyrrhopterus,Aves,Lycocorax,Paradisaeidae
Obi Paradise-crow,Lycocorax obiensis,Aves,Lycocorax,Paradisaeidae
Trumpet Manucode,Phonygammus keraudrenii,Aves,Phonygammus,Paradisaeidae
Curl-crested Manucode,Manucodia comrii,Aves,Manucodia,Paradisaeidae
Crinkle-collared Manucode,Manucodia chalybatus,Aves,Manucodia,Paradisaeidae
Jobi Manucode,Manucodia jobiensis,Aves,Manucodia,Paradisaeidae
Glossy-mantled Manucode,Manucodia ater,Aves,Manucodia,Paradisaeidae
King-of-Saxony Bird-of-Paradise,Pteridophora alberti,Aves,Pteridophora,Paradisaeidae
Carola's Parotia,Parotia carolae,Aves,Parotia,Paradisaeidae
Bronze Parotia,Parotia berlepschi,Aves,Parotia,Paradisaeidae
Western Parotia,Parotia sefilata,Aves,Parotia,Paradisaeidae
Wahnes's Parotia,Parotia wahnesi,Aves,Parotia,Paradisaeidae
Lawes's Parotia,Parotia lawesii,Aves,Parotia,Paradisaeidae
Eastern Parotia,Parotia helenae,Aves,Parotia,Paradisaeidae
Twelve-wired Bird-of-Paradise,Seleucidis melanoleucus,Aves,Seleucidis,Paradisaeidae
Black-billed Sicklebill,Drepanornis albertisi,Aves,Drepanornis,Paradisaeidae
Pale-billed Sicklebill,Drepanornis bruijnii,Aves,Drepanornis,Paradisaeidae
Standardwing Bird-of-Paradise,Semioptera wallacii,Aves,Semioptera,Paradisaeidae
Vogelkop Lophorina,Lophorina superba,Aves,Lophorina,Paradisaeidae
Greater Lophorina,Lophorina latipennis,Aves,Lophorina,Paradisaeidae
Lesser Lophorina,Lophorina minor,Aves,Lophorina,Paradisaeidae
Paradise Riflebird,Ptiloris paradiseus,Aves,Ptiloris,Paradisaeidae
Victoria's Riflebird,Ptiloris victoriae,Aves,Ptiloris,Paradisaeidae
Magnificent Riflebird,Ptiloris magnificus,Aves,Ptiloris,Paradisaeidae
Growling Riflebird,Ptiloris intercedens,Aves,Ptiloris,Paradisaeidae
Black Sicklebill,Epimachus fastosus,Aves,Epimachus,Paradisaeidae
Brown Sicklebill,Epimachus meyeri,Aves,Epimachus,Paradisaeidae
Long-tailed Paradigalla,Paradigalla carunculata,Aves,Paradigalla,Paradisaeidae
Short-tailed Paradigalla,Paradigalla brevicauda,Aves,Paradigalla,Paradisaeidae
Splendid Astrapia,Astrapia splendidissima,Aves,Astrapia,Paradisaeidae
Arfak Astrapia,Astrapia nigra,Aves,Astrapia,Paradisaeidae
Huon Astrapia,Astrapia rothschildi,Aves,Astrapia,Paradisaeidae
Stephanie's Astrapia,Astrapia stephaniae,Aves,Astrapia,Paradisaeidae
Ribbon-tailed Astrapia,Astrapia mayeri,Aves,Astrapia,Paradisaeidae
King Bird-of-Paradise,Cicinnurus regius,Aves,Cicinnurus,Paradisaeidae
Wilson's Bird-of-Paradise,Diphyllodes respublica,Aves,Diphyllodes,Paradisaeidae
Magnificent Bird-of-Paradise,Diphyllodes magnificus,Aves,Diphyllodes,Paradisaeidae
Blue Bird-of-Paradise,Paradisornis rudolphi,Aves,Paradisornis,Paradisaeidae
Emperor Bird-of-Paradise,Paradisaea guilielmi,Aves,Paradisaea,Paradisaeidae
Red Bird-of-Paradise,Paradisaea rubra,Aves,Paradisaea,Paradisaeidae
Goldie's Bird-of-Paradise,Paradisaea decora,Aves,Paradisaea,Paradisaeidae
Lesser Bird-of-Paradise,Paradisaea minor,Aves,Paradisaea,Paradisaeidae
Raggiana Bird-of-Paradise,Paradisaea raggiana,Aves,Paradisaea,Paradisaeidae
Greater Bird-of-Paradise,Paradisaea apoda,Aves,Paradisaea,Paradisaeidae
Blue-capped Ifrita,Ifrita kowaldi,Aves,Ifrita,Ifritidae
Blue-headed Crested Flycatcher,Trochocercus nitens,Aves,Trochocercus,Monarchidae
African Crested Flycatcher,Trochocercus cyanomelas,Aves,Trochocercus,Monarchidae
Short-crested Monarch,Hypothymis helenae,Aves,Hypothymis,Monarchidae
Black-naped Monarch,Hypothymis azurea,Aves,Hypothymis,Monarchidae
Pale-blue Monarch,Hypothymis puella,Aves,Hypothymis,Monarchidae
Celestial Monarch,Hypothymis coelestis,Aves,Hypothymis,Monarchidae
Blue Paradise-Flycatcher,Terpsiphone cyanescens,Aves,Terpsiphone,Monarchidae
Rufous Paradise-Flycatcher,Terpsiphone cinnamomea,Aves,Terpsiphone,Monarchidae
Black Paradise-Flycatcher,Terpsiphone atrocaudata,Aves,Terpsiphone,Monarchidae
Amur Paradise-Flycatcher,Terpsiphone incei,Aves,Terpsiphone,Monarchidae
Blyth's Paradise-Flycatcher,Terpsiphone affinis,Aves,Terpsiphone,Monarchidae
Tenggara Paradise-Flycatcher,Terpsiphone floris,Aves,Terpsiphone,Monarchidae
Mascarene Paradise-Flycatcher,Terpsiphone bourbonnensis,Aves,Terpsiphone,Monarchidae
Indian Paradise-Flycatcher,Terpsiphone paradisi,Aves,Terpsiphone,Monarchidae
Sao Tome Paradise-Flycatcher,Terpsiphone atrochalybeia,Aves,Terpsiphone,Monarchidae
Seychelles Paradise-Flycatcher,Terpsiphone corvina,Aves,Terpsiphone,Monarchidae
Malagasy Paradise-Flycatcher,Terpsiphone mutata,Aves,Terpsiphone,Monarchidae
Black-headed Paradise-Flycatcher,Terpsiphone rufiventer,Aves,Terpsiphone,Monarchidae
Bedford's Paradise-Flycatcher,Terpsiphone bedfordi,Aves,Terpsiphone,Monarchidae
Rufous-vented Paradise-Flycatcher,Terpsiphone rufocinerea,Aves,Terpsiphone,Monarchidae
Bates's Paradise-Flycatcher,Terpsiphone batesi,Aves,Terpsiphone,Monarchidae
African Paradise-Flycatcher,Terpsiphone viridis,Aves,Terpsiphone,Monarchidae
Hawaii Elepaio,Chasiempis sandwichensis,Aves,Chasiempis,Monarchidae
Kauai Elepaio,Chasiempis sclateri,Aves,Chasiempis,Monarchidae
Oahu Elepaio,Chasiempis ibidis,Aves,Chasiempis,Monarchidae
Tahiti Monarch,Pomarea nigra,Aves,Pomarea,Monarchidae
Maupiti Monarch,Pomarea maupitiensis,Aves,Pomarea,Monarchidae
Rarotonga Monarch,Pomarea dimidiata,Aves,Pomarea,Monarchidae
Eiao Monarch,Pomarea fluxa,Aves,Pomarea,Monarchidae
Nuku Hiva Monarch,Pomarea nukuhivae,Aves,Pomarea,Monarchidae
Iphis Monarch,Pomarea iphis,Aves,Pomarea,Monarchidae
Ua Pou Monarch,Pomarea mira,Aves,Pomarea,Monarchidae
Marquesan Monarch,Pomarea mendozae,Aves,Pomarea,Monarchidae
Fatu Hiva Monarch,Pomarea whitneyi,Aves,Pomarea,Monarchidae
Ogea Monarch,Mayrornis versicolor,Aves,Mayrornis,Monarchidae
Slaty Monarch,Mayrornis lessoni,Aves,Mayrornis,Monarchidae
Vanikoro Monarch,Mayrornis schistaceus,Aves,Mayrornis,Monarchidae
Buff-bellied Monarch,Neolalage banksiana,Aves,Neolalage,Monarchidae
Southern Shrikebill,Clytorhynchus pachycephaloides,Aves,Clytorhynchus,Monarchidae
Rennell Shrikebill,Clytorhynchus hamlini,Aves,Clytorhynchus,Monarchidae
Fiji Shrikebill,Clytorhynchus vitiensis,Aves,Clytorhynchus,Monarchidae
Black-throated Shrikebill,Clytorhynchus nigrogularis,Aves,Clytorhynchus,Monarchidae
Santa Cruz Shrikebill,Clytorhynchus sanctaecrucis,Aves,Clytorhynchus,Monarchidae
White-naped Monarch,Carterornis pileatus,Aves,Carterornis,Monarchidae
Tanimbar Monarch,Carterornis castus,Aves,Carterornis,Monarchidae
White-eared Monarch,Carterornis leucotis,Aves,Carterornis,Monarchidae
Golden Monarch,Carterornis chrysomela,Aves,Carterornis,Monarchidae
Chuuk Monarch,Metabolus rugensis,Aves,Metabolus,Monarchidae
Yap Monarch,Monarcha godeffroyi,Aves,Monarcha,Monarchidae
Tinian Monarch,Monarcha takatsukasae,Aves,Monarcha,Monarchidae
Island Monarch,Monarcha cinerascens,Aves,Monarcha,Monarchidae
White-capped Monarch,Monarcha richardsii,Aves,Monarcha,Monarchidae
Chestnut-bellied Monarch,Monarcha castaneiventris,Aves,Monarcha,Monarchidae
Black-faced Monarch,Monarcha melanopsis,Aves,Monarcha,Monarchidae
Black-winged Monarch,Monarcha frater,Aves,Monarcha,Monarchidae
Fan-tailed Monarch,Symposiachrus axillaris,Aves,Symposiachrus,Monarchidae
Rufous Monarch,Symposiachrus rubiensis,Aves,Symposiachrus,Monarchidae
Flores Monarch,Symposiachrus sacerdotum,Aves,Symposiachrus,Monarchidae
Boano Monarch,Symposiachrus boanensis,Aves,Symposiachrus,Monarchidae
Moluccan Spectacled Monarch,Symposiachrus bimaculatus,Aves,Symposiachrus,Monarchidae
Australian Spectacled Monarch,Symposiachrus trivirgatus,Aves,Symposiachrus,Monarchidae
Louisiade Spectacled Monarch,Symposiachrus melanopterus,Aves,Symposiachrus,Monarchidae
Kai Monarch,Symposiachrus leucurus,Aves,Symposiachrus,Monarchidae
Tanahjampea Monarch,Symposiachrus everetti,Aves,Symposiachrus,Monarchidae
Buru Monarch,Symposiachrus loricatus,Aves,Symposiachrus,Monarchidae
Kofiau Monarch,Symposiachrus julianae,Aves,Symposiachrus,Monarchidae
Biak Monarch,Symposiachrus brehmii,Aves,Symposiachrus,Monarchidae
Hooded Monarch,Symposiachrus manadensis,Aves,Symposiachrus,Monarchidae
Manus Monarch,Symposiachrus infelix,Aves,Symposiachrus,Monarchidae
Mussau Monarch,Symposiachrus menckei,Aves,Symposiachrus,Monarchidae
Bismarck Monarch,Symposiachrus verticalis,Aves,Symposiachrus,Monarchidae
Solomons Monarch,Symposiachrus barbatus,Aves,Symposiachrus,Monarchidae
Malaita Monarch,Symposiachrus malaitae,Aves,Symposiachrus,Monarchidae
Kolombangara Monarch,Symposiachrus browni,Aves,Symposiachrus,Monarchidae
Vella Lavella Monarch,Symposiachrus nigrotectus,Aves,Symposiachrus,Monarchidae
Banda Sea Monarch,Symposiachrus mundus,Aves,Symposiachrus,Monarchidae
White-collared Monarch,Symposiachrus vidua,Aves,Symposiachrus,Monarchidae
Spot-winged Monarch,Symposiachrus guttula,Aves,Symposiachrus,Monarchidae
Frilled Monarch,Arses telescopthalmus,Aves,Arses,Monarchidae
Frill-necked Monarch,Arses lorealis,Aves,Arses,Monarchidae
Ochre-collared Monarch,Arses insularis,Aves,Arses,Monarchidae
Pied Monarch,Arses kaupi,Aves,Arses,Monarchidae
Magpie-lark,Grallina cyanoleuca,Aves,Grallina,Monarchidae
Torrent-lark,Grallina bruijnii,Aves,Grallina,Monarchidae
Palau Flycatcher,Myiagra erythrops,Aves,Myiagra,Monarchidae
Guam Flycatcher,Myiagra freycineti,Aves,Myiagra,Monarchidae
Pohnpei Flycatcher,Myiagra pluto,Aves,Myiagra,Monarchidae
Chuuk Flycatcher,Myiagra oceanica,Aves,Myiagra,Monarchidae
Biak Flycatcher,Myiagra atra,Aves,Myiagra,Monarchidae
Moluccan Flycatcher,Myiagra galeata,Aves,Myiagra,Monarchidae
Leaden Flycatcher,Myiagra rubecula,Aves,Myiagra,Monarchidae
Steel-blue Flycatcher,Myiagra ferrocyanea,Aves,Myiagra,Monarchidae
Ochre-headed Flycatcher,Myiagra cervinicauda,Aves,Myiagra,Monarchidae
Melanesian Flycatcher,Myiagra caledonica,Aves,Myiagra,Monarchidae
Vanikoro Flycatcher,Myiagra vanikorensis,Aves,Myiagra,Monarchidae
Samoan Flycatcher,Myiagra albiventris,Aves,Myiagra,Monarchidae
Azure-crested Flycatcher,Myiagra azureocapilla,Aves,Myiagra,Monarchidae
Chestnut-throated Flycatcher,Myiagra castaneigularis,Aves,Myiagra,Monarchidae
Broad-billed Flycatcher,Myiagra ruficollis,Aves,Myiagra,Monarchidae
Satin Flycatcher,Myiagra cyanoleuca,Aves,Myiagra,Monarchidae
Restless Flycatcher,Myiagra inquieta,Aves,Myiagra,Monarchidae
Paperbark Flycatcher,Myiagra nana,Aves,Myiagra,Monarchidae
Shining Flycatcher,Myiagra alecto,Aves,Myiagra,Monarchidae
Mussau Flycatcher,Myiagra hebetior,Aves,Myiagra,Monarchidae
Velvet Flycatcher,Myiagra eichhorni,Aves,Myiagra,Monarchidae
White-winged Chough,Corcorax melanorhamphos,Aves,Corcorax,Corcoracidae
Apostlebird,Struthidea cinerea,Aves,Struthidea,Corcoracidae
Lesser Melampitta,Melampitta lugubris,Aves,Melampitta,Melampittidae
Greater Melampitta,Megalampitta gigantea,Aves,Megalampitta,Melampittidae
Crested Jayshrike,Platylophus galericulatus,Aves,Platylophus,Platylophidae
Yellow-billed Shrike,Corvinella corvina,Aves,Corvinella,Laniidae
Magpie Shrike,Urolestes melanoleucus,Aves,Urolestes,Laniidae
Tiger Shrike,Lanius tigrinus,Aves,Lanius,Laniidae
Bull-headed Shrike,Lanius bucephalus,Aves,Lanius,Laniidae
Red-backed Shrike,Lanius collurio,Aves,Lanius,Laniidae
Red-tailed Shrike,Lanius phoenicuroides,Aves,Lanius,Laniidae
Isabelline Shrike,Lanius isabellinus,Aves,Lanius,Laniidae
Brown Shrike,Lanius cristatus,Aves,Lanius,Laniidae
Burmese Shrike,Lanius collurioides,Aves,Lanius,Laniidae
Emin's Shrike,Lanius gubernator,Aves,Lanius,Laniidae
Bay-backed Shrike,Lanius vittatus,Aves,Lanius,Laniidae
Long-tailed Shrike,Lanius schach,Aves,Lanius,Laniidae
Grey-backed Shrike,Lanius tephronotus,Aves,Lanius,Laniidae
Mountain Shrike,Lanius validirostris,Aves,Lanius,Laniidae
Loggerhead Shrike,Lanius ludovicianus,Aves,Lanius,Laniidae
Northern Shrike,Lanius borealis,Aves,Lanius,Laniidae
Iberian Grey Shrike,Lanius meridionalis,Aves,Lanius,Laniidae
Great Grey Shrike,Lanius excubitor,Aves,Lanius,Laniidae
Lesser Grey Shrike,Lanius minor,Aves,Lanius,Laniidae
Chinese Grey Shrike,Lanius sphenocercus,Aves,Lanius,Laniidae
Giant Shrike,Lanius giganteus,Aves,Lanius,Laniidae
Grey-backed Fiscal,Lanius excubitoroides,Aves,Lanius,Laniidae
Long-tailed Fiscal,Lanius cabanisi,Aves,Lanius,Laniidae
Taita Fiscal,Lanius dorsalis,Aves,Lanius,Laniidae
Somali Fiscal,Lanius somalicus,Aves,Lanius,Laniidae
Mackinnon's Shrike,Lanius mackinnoni,Aves,Lanius,Laniidae
Northern Fiscal,Lanius humeralis,Aves,Lanius,Laniidae
Southern Fiscal,Lanius collaris,Aves,Lanius,Laniidae
Souza's Shrike,Lanius souzae,Aves,Lanius,Laniidae
Newton's Fiscal,Lanius newtoni,Aves,Lanius,Laniidae
Masked Shrike,Lanius nubicus,Aves,Lanius,Laniidae
Woodchat Shrike,Lanius senator,Aves,Lanius,Laniidae
White-rumped Shrike,Eurocephalus ruppelli,Aves,Eurocephalus,Laniidae
White-crowned Shrike,Eurocephalus anguitimens,Aves,Eurocephalus,Laniidae
Malayan Black Magpie,Platysmurus leucopterus,Aves,Platysmurus,Corvidae
Bornean Black Magpie,Platysmurus aterrimus,Aves,Platysmurus,Corvidae
Siberian Jay,Perisoreus infaustus,Aves,Perisoreus,Corvidae
Sichuan Jay,Perisoreus internigrans,Aves,Perisoreus,Corvidae
Canada Jay,Perisoreus canadensis,Aves,Perisoreus,Corvidae
White-throated Jay,Cyanolyca mirabilis,Aves,Cyanolyca,Corvidae
Dwarf Jay,Cyanolyca nanus,Aves,Cyanolyca,Corvidae
Black-throated Jay,Cyanolyca pumilo,Aves,Cyanolyca,Corvidae
Silvery-throated Jay,Cyanolyca argentigula,Aves,Cyanolyca,Corvidae
Azure-hooded Jay,Cyanolyca cucullata,Aves,Cyanolyca,Corvidae
Beautiful Jay,Cyanolyca pulchra,Aves,Cyanolyca,Corvidae
Black-collared Jay,Cyanolyca armillata,Aves,Cyanolyca,Corvidae
Turquoise Jay,Cyanolyca turcosa,Aves,Cyanolyca,Corvidae
White-collared Jay,Cyanolyca viridicyanus,Aves,Cyanolyca,Corvidae
Black-throated Magpie-Jay,Cyanocorax colliei,Aves,Cyanocorax,Corvidae
White-throated Magpie-Jay,Cyanocorax formosus,Aves,Cyanocorax,Corvidae
Brown Jay,Cyanocorax morio,Aves,Cyanocorax,Corvidae
Azure Jay,Cyanocorax caeruleus,Aves,Cyanocorax,Corvidae
Violaceous Jay,Cyanocorax violaceus,Aves,Cyanocorax,Corvidae
Purplish Jay,Cyanocorax cyanomelas,Aves,Cyanocorax,Corvidae
Curl-crested Jay,Cyanocorax cristatellus,Aves,Cyanocorax,Corvidae
Green Jay,Cyanocorax yncas,Aves,Cyanocorax,Corvidae
White-tailed Jay,Cyanocorax mystacalis,Aves,Cyanocorax,Corvidae
Bushy-crested Jay,Cyanocorax melanocyaneus,Aves,Cyanocorax,Corvidae
Yucatan Jay,Cyanocorax yucatanicus,Aves,Cyanocorax,Corvidae
Purplish-backed Jay,Cyanocorax beecheii,Aves,Cyanocorax,Corvidae
San Blas Jay,Cyanocorax sanblasianus,Aves,Cyanocorax,Corvidae
Tufted Jay,Cyanocorax dickeyi,Aves,Cyanocorax,Corvidae
Black-chested Jay,Cyanocorax affinis,Aves,Cyanocorax,Corvidae
Azure-naped Jay,Cyanocorax heilprini,Aves,Cyanocorax,Corvidae
Cayenne Jay,Cyanocorax cayanus,Aves,Cyanocorax,Corvidae
Plush-crested Jay,Cyanocorax chrysops,Aves,Cyanocorax,Corvidae
White-naped Jay,Cyanocorax cyanopogon,Aves,Cyanocorax,Corvidae
Pinyon Jay,Gymnorhinus cyanocephalus,Aves,Gymnorhinus,Corvidae
